,url,likes,display_photo,account,date,caption,accessibility_caption
50,C021eBnA_RQ,272,https://instagram.fyzd1-2.fna.fbcdn.net/v/t51.29350-15/410065561_1954049264988561_5697664806555362878_n.jpg?stp=dst-jpg_e35&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xMDc5eDEwNzkuc2RyLmYyOTM1MC5kZWZhdWx0X2ltYWdlIn0&_nc_ht=instagram.fyzd1-2.fna.fbcdn.net&_nc_cat=109&_nc_ohc=Rz_JnicV3e8Q7kNvgGyMENh&_nc_gid=00cde89bfbf44a72af523c6ea503c7b4&edm=AEhyXUkBAAAA&ccb=7-5&ig_cache_key=MzI1ODAyNjU0MDIyNjgzNTUzNg%3D%3D.3-ccb7-5&oh=00_AYBfF0MPOt1XwYEt-VNlMRy1hT1s8DLxaaSvVnfqH-jyZA&oe=672CD15A&_nc_sid=8f1549,uwcsa,2023-12-15 02:24:10,"The last day of  UWCSA’s 5 Day’s of Giveaways!Introducing our fifth sponsor…Trapped 😱Thank’s to our friends at Trapped, they are giving one lucky person ➡️6 vouchers 🎊Thats $186 in value 😱How to enter the Trapped giveaway:1️⃣ Follow @UWCSA and @trappedkw on Instagram2️⃣ Like the giveaway postFor an additional entry comment and tag your friends 🤩",
51,C02eJwlgAYl,208,https://instagram.fyzd1-3.fna.fbcdn.net/v/t51.29350-15/409181111_358875023416650_2443462979569465755_n.jpg?stp=dst-jpg_e35&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xMDc5eDEwNzkuc2RyLmYyOTM1MC5kZWZhdWx0X2ltYWdlIn0&_nc_ht=instagram.fyzd1-3.fna.fbcdn.net&_nc_cat=106&_nc_ohc=Vi8Iw8TFHHUQ7kNvgGaGAoO&_nc_gid=00cde89bfbf44a72af523c6ea503c7b4&edm=AEhyXUkBAAAA&ccb=7-5&ig_cache_key=MzI1NzkyMzk5MjQ4ODUxMTAxMw%3D%3D.3-ccb7-5&oh=00_AYAHYnobbVgVf0-fxNR1LFXRjsxWaqC-Iln0AEaudNBjlA&oe=672CCDF6&_nc_sid=8f1549,uwcsa,2023-12-13 23:00:00,"Day 4 of UWCSA’s 5 Day’s of Giveaways!Introducing our fourth sponsor…Golf Play ⛳️ Thank’s to our friends at Golf Play, they are giving one lucky person ➡️A free session plus food for 8 people 🎊Thats $125 in value 😱How to enter the Golf Play giveaway:1️⃣ Follow @UWCSA on Instagram2️⃣ Like the giveaway postFor an additional entry comment and tag your friends 🤩",
52,C0xUitOg4LA,377,https://instagram.fyzd1-2.fna.fbcdn.net/v/t51.29350-15/408285361_7475804309105077_702436117784927372_n.jpg?stp=dst-jpg_e35&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xMDc5eDEwNzkuc2RyLmYyOTM1MC5kZWZhdWx0X2ltYWdlIn0&_nc_ht=instagram.fyzd1-2.fna.fbcdn.net&_nc_cat=101&_nc_ohc=1lQf4vS5aVoQ7kNvgED20fv&_nc_gid=00cde89bfbf44a72af523c6ea503c7b4&edm=AEhyXUkBAAAA&ccb=7-5&ig_cache_key=MzI1NjQ3NDM1MTUxOTg5MjE2MA%3D%3D.3-ccb7-5&oh=00_AYCV6rXFL_g_sOQLJR9u8UxViafZ7akWhiue40Qma2EOqw&oe=672CB4B8&_nc_sid=8f1549,uwcsa,2023-12-12 23:00:00,"Day 3 of UWCSA’s 5 Day’s of Giveaways!Introducing our third sponsor…KW Escape 🔎Thank’s to our friends at KW Escape, they are giving one lucky person ➡️A free escape room for 4 🎊Thats $135 in value 😱How to enter the KW Escape room giveaway:1️⃣ Follow @UWCSA on Instagram2️⃣ Like the giveaway postFor an additional entry comment and tag your friends 🤩",
53,C0uvxgfgNX2,322,https://instagram.fyzd1-2.fna.fbcdn.net/v/t51.29350-15/409394245_736118751897967_7322642533798297393_n.jpg?stp=dst-jpg_e35&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xMDc5eDEwNzkuc2RyLmYyOTM1MC5kZWZhdWx0X2ltYWdlIn0&_nc_ht=instagram.fyzd1-2.fna.fbcdn.net&_nc_cat=107&_nc_ohc=iSz-cyAZgp8Q7kNvgEtdnSR&_nc_gid=00cde89bfbf44a72af523c6ea503c7b4&edm=AEhyXUkBAAAA&ccb=7-5&ig_cache_key=MzI1NTc0OTY5MDk2NDEwNDY5NA%3D%3D.3-ccb7-5&oh=00_AYDY54JYd_xZMqcQrymx2OKc7Lm4p3BYrXPCR_bvGppOpA&oe=672CC3EA&_nc_sid=8f1549,uwcsa,2023-12-11 23:00:00,"Day 2 of UWCSA’s 5 Day’s of Giveaways!Introducing our second sponsor…CTRL V 👾Thank’s to our friends at CTRL V, they are giving one lucky person ➡️4 x $31.50 Giftcards 🎊Thats $126 in value 😱How to enter the CTRL V giftcard giveaway:1️⃣ Follow @UWCSA on Instagram2️⃣ Like the giveaway postFor an additional entry comment and tag your friends 🤩Deadline for all submissions is on December 14 at 12pm",
54,C0sK_CCAQTe,309,https://instagram.fyzd1-3.fna.fbcdn.net/v/t51.29350-15/408538777_268853349143643_1489076275792227920_n.jpg?stp=dst-jpg_e35&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xMDc5eDEwNzkuc2RyLmYyOTM1MC5kZWZhdWx0X2ltYWdlIn0&_nc_ht=instagram.fyzd1-3.fna.fbcdn.net&_nc_cat=103&_nc_ohc=7HwUii_pyYkQ7kNvgGbPxLy&_nc_gid=00cde89bfbf44a72af523c6ea503c7b4&edm=AEhyXUkBAAAA&ccb=7-5&ig_cache_key=MzI1NTAyNDk0MjY1NTI3NjI1NA%3D%3D.3-ccb7-5&oh=00_AYDRruDPXo88rDuiAEe32NNMaN1X6ahZ9WuIh8xhArP91A&oe=672CCB55&_nc_sid=8f1549,uwcsa,2023-12-10 23:00:00,"Day 1 of UWCSA’s 5 Day’s of Giveaways!Introducing our first sponsor…Copper Branch 🌳 Thank’s to our friends at Copper Branch, they are giving one lucky person ➡️2 x $20 Giftcards 🎊Thats $40 in value 😱How to enter the Copper Branch giftcard giveaway:1️⃣ Follow @UWCSA on Instagram2️⃣ Like the giveaway postFor an additional entry comment and tag your friends 🤩Deadline for all submissions is December 15 at 12pm",
55,C0Zt81jgjuY,151,https://instagram.fyzd1-3.fna.fbcdn.net/v/t51.29350-15/405767222_1534677410613531_6172865208420701076_n.jpg?stp=dst-jpg_e35&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xMDgweDEwODAuc2RyLmYyOTM1MC5kZWZhdWx0X2ltYWdlIn0&_nc_ht=instagram.fyzd1-3.fna.fbcdn.net&_nc_cat=103&_nc_ohc=ygqOPuGQ58kQ7kNvgHTwLbk&_nc_gid=00cde89bfbf44a72af523c6ea503c7b4&edm=AEhyXUkBAAAA&ccb=7-5&ig_cache_key=MzI0OTgzMDY5ODg5MDE4MTUyOA%3D%3D.3-ccb7-5&oh=00_AYBFdGmmY4bLicRygwmj_V3ESmFpeuaecqF-xIrPFEIFtQ&oe=672CD267&_nc_sid=8f1549,uwcsa,2023-12-03 19:00:00,"🔥 TICKET SALE 🔥🌙🔮 ONE DAY LEFT 🔮🌙‼️PRICING UPDATE‼️ALL ticket tier prices have now been lowered by $4. If you already bought a ticket for Tier 2 or above, you’ll be refunded the difference. And if you haven’t bought your ticket yet… now’s your chance. 😼Last chance to buy your Midnight Social F23 tickets.Tickets linked in bio. 🌙",
56,C0O4cVSASsx,225,https://instagram.fyzd1-2.fna.fbcdn.net/v/t51.29350-15/404892414_727147532176701_2983788755440944496_n.jpg?stp=dst-jpg_e35&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xMDgweDEwODAuc2RyLmYyOTM1MC5kZWZhdWx0X2ltYWdlIn0&_nc_ht=instagram.fyzd1-2.fna.fbcdn.net&_nc_cat=109&_nc_ohc=NNqfJTmVCJIQ7kNvgHO-oXM&_nc_gid=00cde89bfbf44a72af523c6ea503c7b4&edm=AEhyXUkBAAAA&ccb=7-5&ig_cache_key=MzI0Njc4MDYxODk4MTMyMTUyMQ%3D%3D.3-ccb7-5&oh=00_AYDTqV7yyH08WCziSoymgJUJs-uxJdqHw6fx2_LH58NKlw&oe=672CCAE4&_nc_sid=8f1549,uwcsa,2023-11-29 14:00:00,UWCSA PRESENTS:🌙🔮 MIDNIGHT SOCIAL 🔮🌙Get ready for Waterloo’s biggest social event of the season. You do not want to miss out!🗓️ Mon. December 4th🚪Doors open 9PM📍Maxwell’s Concerts & Events🎧 DJs VERTIII & DJ Malig🍾 2 bars inside!🚬 Smoke pit openFunding for this event has been generously provided by the Arts Endowment Fund. IMPORTANT RULES: ✅ Please adhere to the following rules to ensure a safe and enjoyable event:1️⃣ No outside alcohol inside the venue2️⃣ No vaping inside the venue3️⃣ No smoking inside the venueStudents not following these rules will be promptly removed from the event.This is a 19+ event. Open to ONLY post-secondary students!🪪 Valid student ID and government ID must be shown🚫 Doors close at 10PM and no reentry 🔗 Link to purchase in bio!,
57,C0KmP5HgpvO,355,https://instagram.fyzd1-3.fna.fbcdn.net/v/t51.29350-15/404620082_324969110291883_1036292115459180601_n.jpg?stp=dst-jpg_e35&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xMDgweDEwODAuc2RyLmYyOTM1MC5kZWZhdWx0X2ltYWdlIn0&_nc_ht=instagram.fyzd1-3.fna.fbcdn.net&_nc_cat=103&_nc_ohc=1w4QS-7pJ_oQ7kNvgEloKt3&_nc_gid=00cde89bfbf44a72af523c6ea503c7b4&edm=AEhyXUkBAAAA&ccb=7-5&ig_cache_key=MzI0NTU3NDY5OTM2MjcyMDcxOA%3D%3D.3-ccb7-5&oh=00_AYAlNBhJr3WwDQ19LfbKnveQpghgq5EhDSFuqr6GmWYmhg&oe=672CCEB3&_nc_sid=8f1549,uwcsa,2023-11-27 22:04:35,UWCSA PRESENTS:🌙🔮 MIDNIGHT SOCIAL GIVEAWAY 🔮🌙Waterloo’s biggest social event is coming! Do the following for a chance to win 4 Midnight Social tickets for you and your friends!1. Tag 3 friends below2. Follow @uwcsa and like this post3. Share this post to your story4. Giveaway closes TOMORROW at 11:59PM❗TICKET SALES TBA❗️,
58,Cz7pn8ruv6o,565,https://instagram.fyzd1-2.fna.fbcdn.net/v/t51.29350-15/403841410_210699782063798_7507075972016487785_n.jpg?stp=dst-jpg_e35&_nc_ht=instagram.fyzd1-2.fna.fbcdn.net&_nc_cat=102&_nc_ohc=sChLMHEaNpgQ7kNvgGMOtgE&_nc_gid=00cde89bfbf44a72af523c6ea503c7b4&edm=AEhyXUkBAAAA&ccb=7-5&ig_cache_key=MzI0MTE0NzQ2NjY2NTA5OTUwMw%3D%3D.3-ccb7-5&oh=00_AYB5iBcLFWshy_uGgliRbAR9DtKOMFrtpqF4_I1-lpFPkA&oe=672CBF6D&_nc_sid=8f1549,uwcsa,2023-11-22 02:45:00,"Thank you everyone for coming out to our Night in Chinatown event 🤩 We hope you had as much fun as we did, enjoy some amazing photos that were taken at our eventStay on the look out for our next social event 👀",
59,CzsGGAsgEml,357,https://instagram.fyzd1-3.fna.fbcdn.net/v/t51.29350-15/401957993_183638108076399_3923578619968734475_n.jpg?stp=dst-jpg_e35&_nc_ht=instagram.fyzd1-3.fna.fbcdn.net&_nc_cat=103&_nc_ohc=3sn7Ex7k8C0Q7kNvgEy0qL4&_nc_gid=00cde89bfbf44a72af523c6ea503c7b4&edm=AEhyXUkBAAAA&ccb=7-5&ig_cache_key=MzIzNjk4OTAyNzAwNTcyODA0Mw%3D%3D.3-ccb7-5&oh=00_AYCBMZnunu4rkGtD59RN2f0vhSq9TLQ59_ws1Y9aI2Z3pw&oe=672CA70A&_nc_sid=8f1549,uwcsa,2023-11-16 01:46:24,"Get ready for an unforgettable experience at A Night in Chinatown! Indulge in the charm of a Maid Café ☕️, connect with new friends through Speed Friending 😳, showcase your vocal prowess at Karaoke 🎤, and relish the thrill of Carnival Games 🤡. Don't miss out on the fun – swipe to explore our event map! 🌟",
60,CzfWpAQA_2p,538,https://instagram.fyzd1-3.fna.fbcdn.net/v/t51.29350-15/400998294_873749870926820_6637047220499333936_n.jpg?stp=dst-jpg_e35&_nc_ht=instagram.fyzd1-3.fna.fbcdn.net&_nc_cat=108&_nc_ohc=tFnc4lLRg3YQ7kNvgFcVyT8&_nc_gid=1b3bc9560a98421390ca982482596f57&edm=AEhyXUkBAAAA&ccb=7-5&ig_cache_key=MzIzMzM0MDIxNDkxNTM0NTg3OQ%3D%3D.3-ccb7-5&oh=00_AYDGbF5at2xFVMFSpsT2H9WqtGZxR3xBGXrcwV8BN1a72Q&oe=672CC9D4&_nc_sid=8f1549,uwcsa,2023-11-11 03:00:00,"Ever wanted to experience the nightlife of China? 🤔Our team brought all of the best parts of the night life and recreated it right here in UW. ✨With plenty of carnival games, snacks and a very special maid cafe! 🤩Keep swiping to see our limited time Fantuan deal! Fill out the form in our linktree to get free bubble tea and snacks while supplies last 🤩 The Fantuan form is due next Saturday the 18th before 4pm.@kinkakuizakayajinzakaya",
61,CzXaK5rAqVr,241,https://instagram.fyzd1-2.fna.fbcdn.net/v/t51.29350-15/400328868_642488548079089_5404470021285834648_n.jpg?stp=dst-jpg_e15&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi43MjB4MTI4MC5zZHIuZjI5MzUwLmRlZmF1bHRfY292ZXJfZnJhbWUifQ&_nc_ht=instagram.fyzd1-2.fna.fbcdn.net&_nc_cat=101&_nc_ohc=zOx4LgWm1ssQ7kNvgG1on0A&_nc_gid=1b3bc9560a98421390ca982482596f57&edm=AEhyXUkBAAAA&ccb=7-5&ig_cache_key=MzIzMTE2NjM1NTk5MDU1Mzk2Mw%3D%3D.3-ccb7-5&oh=00_AYChUIk9mnigjuBWqvyq-EbTVjySmpa9h4bw9zN0ZJbTiA&oe=672CD973&_nc_sid=8f1549,uwcsa,2023-11-08 01:00:38,"blood, sweat, & fears after-movie 🩸 stay tuned for our next event :)",
62,DBND6tCP57A,57,https://instagram.fyzd1-3.fna.fbcdn.net/v/t51.29350-15/463802302_1065170758675791_156955107898301489_n.jpg?stp=dst-jpg_e35&_nc_ht=instagram.fyzd1-3.fna.fbcdn.net&_nc_cat=103&_nc_ohc=Y6go2XPLmtYQ7kNvgFB3G-w&_nc_gid=f97f47e9c510499da006fc227c5fb56c&edm=AEhyXUkBAAAA&ccb=7-5&ig_cache_key=MzQ4MDQ1NTMwODEzODk2NDM0OA%3D%3D.3-ccb7-5&oh=00_AYC7pVlj8pSXH9JBOsmfwFzyNCShG3uuQ2rzIu_Zi2bGNw&oe=672CDA15&_nc_sid=8f1549,uwaterloottc,2024-10-16 23:50:27,Introducing our 2024 Fall Term Executives!,
63,C_67bp4AXZC,30,https://instagram.fyzd1-2.fna.fbcdn.net/v/t51.29350-15/459520732_1271195574248457_6125436395571390003_n.jpg?stp=dst-jpg_e35&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xMDQ3eDEwNDQuc2RyLmYyOTM1MC5kZWZhdWx0X2ltYWdlIn0&_nc_ht=instagram.fyzd1-2.fna.fbcdn.net&_nc_cat=109&_nc_ohc=UdufZzlcFc4Q7kNvgFY0sS6&_nc_gid=f97f47e9c510499da006fc227c5fb56c&edm=AEhyXUkBAAAA&ccb=7-5&ig_cache_key=MzQ1NzMzNzA0OTA5MzMzODY5MA%3D%3D.3-ccb7-5&oh=00_AYAi-OQwV-rYYIiHnRWWcmeEuT2Q0yq-DPAu126O1BjIeQ&oe=672CBEDC&_nc_sid=8f1549,uwaterloottc,2024-09-15 02:18:35,"Hello Everyone! It’s the season for NCTTA tryouts again.We are here to announce our plans for the NCTTA competitions this term!We will be hosting tryouts for Teams A, Team B, and the Women’s team. Please Note: Depending on the number of people who sign up for the Women’s team tryout, there may potentially not be tryouts, and those who signed up will automatically be on the team.We invite you to fill out the registration form if you wish to participate, the form will be closed on September 20th. Link in bio! We will be hosting the tryouts on the following dates:Team A’s tryouts: September 22nd, 2024Team B’s tryouts: September 29th, 2024Women’s team tryouts: September 29th, 2024",
64,C_nzn-zgN0z,10,https://instagram.fyzd1-3.fna.fbcdn.net/v/t51.29350-15/458773611_1232063067924327_2894052787166940988_n.jpg?stp=dst-jpg_e35&_nc_ht=instagram.fyzd1-3.fna.fbcdn.net&_nc_cat=103&_nc_ohc=eqPAXqc8is0Q7kNvgG7f_7J&_nc_gid=f97f47e9c510499da006fc227c5fb56c&edm=AEhyXUkBAAAA&ccb=7-5&ig_cache_key=MzQ1MTk1NDY3NDA4Mzc1MjU1OA%3D%3D.3-ccb7-5&oh=00_AYB5xvtFBnSMIwcKyx3236QecxubO_nqqW547fZwoEoUwA&oe=672CC2DF&_nc_sid=8f1549,uwaterloottc,2024-09-07 16:04:47,Reminder for all the members who are planning to join our session this term ! :D We hope to see you soon.,
65,C_isJ7WAT9F,24,https://instagram.fyzd1-3.fna.fbcdn.net/v/t51.29350-15/458462345_2056526894765984_2764069173866893494_n.jpg?stp=dst-jpg_e35&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xMDgweDEwODAuc2RyLmYyOTM1MC5kZWZhdWx0X2ltYWdlIn0&_nc_ht=instagram.fyzd1-3.fna.fbcdn.net&_nc_cat=108&_nc_ohc=4xVqTB4UgRUQ7kNvgHdSqPi&_nc_gid=f97f47e9c510499da006fc227c5fb56c&edm=AEhyXUkBAAAA&ccb=7-5&ig_cache_key=MzQ1MDUxNDQ2MDc2MDk0ODU0OQ%3D%3D.3-ccb7-5&oh=00_AYAmeH72jGgrXhZyYM5cx-qpKu4svMWClpNBP5LDxr0Esw&oe=672CB49E&_nc_sid=8f1549,uwaterloottc,2024-09-05 16:23:19,"We are pleased to announce that the University of Waterloo Table Tennis Club is resuming for the Fall 2024 term! Our session days and times will be as follows:Wednesdays 6:00 - 8:00 pmSundays 2:30 - 5:00 pmOur first session of the term will be this Sunday, September 8th.Please Note That Registration and Membership is Required to attend our regular session. For information on how to register and attend sessions, please check our Linktree provided on our website.",
66,C-LXIweuogT,7,https://instagram.fyzd1-3.fna.fbcdn.net/v/t51.29350-15/454018449_510118924816877_1281046884279928768_n.jpg?stp=dst-jpg_e35&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xMDgweDEwODAuc2RyLmYyOTM1MC5kZWZhdWx0X2ltYWdlIn0&_nc_ht=instagram.fyzd1-3.fna.fbcdn.net&_nc_cat=105&_nc_ohc=ZWmJzsxgr6AQ7kNvgHbXyyM&_nc_gid=f97f47e9c510499da006fc227c5fb56c&edm=AEhyXUkBAAAA&ccb=7-5&ig_cache_key=MzQyNTkzMzY5ODQyNjExMjAxOQ%3D%3D.3-ccb7-5&oh=00_AYAZmuroOxgDlKpVFdHS45s3mjhry7Ob2IMRkTffS453jw&oe=672CC5AD&_nc_sid=8f1549,uwaterloottc,2024-08-02 18:25:43,"Hello everyone, we are happy to announce that our executive’s application for Fall 2024 is now open !!We are looking for 3 candidates to join our executive team. If you love table tennis and want to be part of our team, apply now!Eligibility: Current student at the University of WaterlooDeadline: [August 18, 2024]. Don’t miss out on this exciting opportunity! Application form in bio or check out : https://forms.gle/PtZHvS1ySefqafnRA",
67,C949TXpRARE,40,https://instagram.fyzd1-3.fna.fbcdn.net/v/t51.29350-15/452922992_435925576105372_4611770395551847731_n.jpg?stp=dst-jpg_e35&_nc_ht=instagram.fyzd1-3.fna.fbcdn.net&_nc_cat=104&_nc_ohc=SxcJZGton5MQ7kNvgGYdVw7&_nc_gid=f97f47e9c510499da006fc227c5fb56c&edm=AEhyXUkBAAAA&ccb=7-5&ig_cache_key=MzQyMDc1MzUyMTQ0MjgzNTQ0Mw%3D%3D.3-ccb7-5&oh=00_AYCYu5bFcFK-ZFcUzWQ-IFoQWdZ6g0sl7QrC3p_OmpY60A&oe=672CDC9D&_nc_sid=8f1549,uwaterloottc,2024-07-26 14:53:39,Congratulations to our winners for the Spring 2024 Doubles In House Tournament 🥳🥳.Thank you all for participating in the competition.1st Place - Lieo Ling & Emily Zeng2nd Place - Milind Kumar & Humza Ahmed 3rd Place - Khushi Sharma & Ansen Chan,
68,C91FBDiRLWY,59,https://instagram.fyzd1-3.fna.fbcdn.net/v/t51.29350-15/452624334_460126193603668_5122487431999749913_n.jpg?stp=dst-jpg_e35&_nc_ht=instagram.fyzd1-3.fna.fbcdn.net&_nc_cat=104&_nc_ohc=i00gYQEWRq0Q7kNvgH8_tPc&_nc_gid=f97f47e9c510499da006fc227c5fb56c&edm=AEhyXUkBAAAA&ccb=7-5&ig_cache_key=MzQxOTY2MTU0NzU4MzU1OTQwNg%3D%3D.3-ccb7-5&oh=00_AYA_XrZZYe7daQXapyaZyOO5xd1a0qo7d1WNJaY3UOa2ZQ&oe=672CD985&_nc_sid=8f1549,uwaterloottc,2024-07-25 02:44:06,Congratulations to our winners for the Spring 2024 Singles In-House Tournament 🌟 Thank you all for participating in the competitions.1st Place - Lieo Ling2nd Place - Milind Kumar 3rd Place -  Kavan Gudhka,
69,C9LUgQjOLy3,9,https://instagram.fyzd1-3.fna.fbcdn.net/v/t51.29350-15/450392283_306015705835616_8158254653580143220_n.jpg?stp=dst-jpg_e35&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xMDgweDEwODAuc2RyLmYyOTM1MC5kZWZhdWx0X2ltYWdlIn0&_nc_ht=instagram.fyzd1-3.fna.fbcdn.net&_nc_cat=108&_nc_ohc=WfAtfklXFwcQ7kNvgFnVpFC&_nc_gid=f97f47e9c510499da006fc227c5fb56c&edm=AEhyXUkBAAAA&ccb=7-5&ig_cache_key=MzQwNzkwNzcyMDc2MDE3OTg5NQ%3D%3D.3-ccb7-5&oh=00_AYCleF_A8wPDFjSkoWWb8xfDqfFx-Ua2FF9OdEBbTwjHHg&oe=672CBA9C&_nc_sid=8f1549,uwaterloottc,2024-07-08 21:31:19,"Hey everyone! we are happy to announce our end-of-term celebration registration is now open!Join us on Wednesday, July 24th from 8:30 to 10:00 pm in PAC 1001 to celebrate the end of our Spring 2024 term together! Free pizza and drinks will be provided.Please note that registration is mandatory for food orders, so the form below must be submitted by Thursday, July 18th, 2024 by 11:59pm.Please also note that this event is restricted to registered members of the club only. Feel free to reach out with any questions or concerns. Registration Link in Bio!",
70,C9IZiWPgtt-,9,https://instagram.fyzd1-3.fna.fbcdn.net/v/t51.29350-15/450247513_413316751022916_5888075562478433115_n.jpg?stp=dst-jpg_e35&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xMDgweDEwODAuc2RyLmYyOTM1MC5kZWZhdWx0X2ltYWdlIn0&_nc_ht=instagram.fyzd1-3.fna.fbcdn.net&_nc_cat=100&_nc_ohc=2XXfelGaF-EQ7kNvgGNRj5L&_nc_gid=f97f47e9c510499da006fc227c5fb56c&edm=AEhyXUkBAAAA&ccb=7-5&ig_cache_key=MzQwNzA4NTQyOTYxMzMyMTA4Ng%3D%3D.3-ccb7-5&oh=00_AYDnhiujRKDOH_7DdPfAk46ZpeeG4MFLMitbfax3NKPDdg&oe=672CB566&_nc_sid=8f1549,uwaterloottc,2024-07-07 18:17:35,"Hey everyone,We are excited to announce our In-House Tournament for Spring 2024 registration is now open. The dates are as follows:Singles: Sunday, July 21st, 3:00 - 5:00pmDoubles: Wednesday July 24th, 6:00 - 8:00pmRegistration Link : https://forms.gle/WqiMpih4RBsC5diJA🔗Link In Bio ! The tournament will take place in our usual spot for sessions (PAC 3rd floor activity area).To register, please fill out the form below by July 18th at 11:59pm. Please note that you must be a registered member of the club for this term (for information on how to become a club member, see this doc): https://docs.google.com/.../1F_E220XtMG0EKorJYM.../edit...Late registrations will not be accepted so please make sure to register on time. Please also make sure to arrive on time on the day of the tournament as failure to do so will result in forfeiting. If you register and find out you cannot attend, please let us know as soon as possible.Don’t hesitate to contact us if you have questions and we hope to see you there!",
71,C87inN7Agcy,7,https://instagram.fyzd1-2.fna.fbcdn.net/v/t51.29350-15/449765996_1180316926456262_7206382751796994717_n.jpg?stp=dst-jpg_e35&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi45OTl4OTk5LnNkci5mMjkzNTAuZGVmYXVsdF9pbWFnZSJ9&_nc_ht=instagram.fyzd1-2.fna.fbcdn.net&_nc_cat=102&_nc_ohc=neqEMw89eCgQ7kNvgGO4sBR&_nc_gid=f97f47e9c510499da006fc227c5fb56c&edm=AEhyXUkBAAAA&ccb=7-5&ig_cache_key=MzQwMzQ2NjE3MTk5ODE0NDMwNg%3D%3D.3-ccb7-5&oh=00_AYCNNeLiIxjWY7o6FQkMpKkItfoDmdZwf4cUF7kAdvPnwA&oe=672CC050&_nc_sid=8f1549,uwaterloottc,2024-07-02 18:26:46,Update for our upcoming sessions for July 2024 ! 🫶🏻,
72,C8sdfnTOMB6,7,https://instagram.fyzd1-2.fna.fbcdn.net/v/t51.29350-15/449072973_1836266400201743_961804085763267460_n.jpg?stp=dst-jpg_e35&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xNDQweDE4MDAuc2RyLmYyOTM1MC5kZWZhdWx0X2ltYWdlIn0&_nc_ht=instagram.fyzd1-2.fna.fbcdn.net&_nc_cat=111&_nc_ohc=lQdkn7q1sLYQ7kNvgGd-S_0&_nc_gid=f97f47e9c510499da006fc227c5fb56c&edm=AEhyXUkBAAAA&ccb=7-5&ig_cache_key=MzM5OTIyMTUzNDYwODkwMDIxOA%3D%3D.3-ccb7-5&oh=00_AYDgZ7mBI571OGVw9o_w03BCdYbMWSrQVtrVwBFu0Soipw&oe=672CB796&_nc_sid=8f1549,uwaterloottc,2024-06-26 21:53:25,"Dear members ,Our session will be cancelled from June 26th to July 3rd, we apologize for the inconvenience 😔 we hope to see you soon !",
73,C7QPy6ct0gl,23,https://instagram.fyzd1-3.fna.fbcdn.net/v/t51.29350-15/445587706_1031853638347448_7131688696752343971_n.jpg?stp=dst-jpg_e35&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi45NDB4Nzg4LnNkci5mMjkzNTAuZGVmYXVsdF9pbWFnZSJ9&_nc_ht=instagram.fyzd1-3.fna.fbcdn.net&_nc_cat=108&_nc_ohc=-0wLnhb0Wd4Q7kNvgH4zbH8&_nc_gid=f97f47e9c510499da006fc227c5fb56c&edm=AEhyXUkBAAAA&ccb=7-5&ig_cache_key=MzM3MzI2NTU5MDMzMDgwNDI2MQ%3D%3D.3-ccb7-5&oh=00_AYDX_rIsGljZirpYqwtKgzUG93npTCm1-NvXQRvQxKMZSw&oe=672CCEBE&_nc_sid=8f1549,uwaterloottc,2024-05-22 02:23:36,Introducing our Spring 2024 Executives TeamGeneral Executive : Kavan GudhkaGeneral Executive: Ansen ChanPlease feel free to reach out if you have any questions 🦛,
